id,education,marital_status,income,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,response,complain,country,age,spending,dependents,year_customer,total_purchases,total_campaigns_acc
2535,Master,couple,88097.0,24,163,0,480,0,126,75,1,6,5,8,9,0,0,1,1,0,1,0,SP,45,844,1,2012,20,1101.0
1523,Graduation,couple,59041.0,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0,SA,50,96,2,2014,8,0.0
1839,Graduation,single,43322.0,25,56,7,48,10,2,18,1,3,0,4,7,0,0,0,0,0,0,0,IND,49,141,0,2014,8,0.0
9972,PhD,couple,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,1,1,0,0,1,0,0,SA,68,46,2,2014,5,110010.0
2945,PhD,couple,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,1,1,0,0,1,0,0,CA,68,46,2,2014,5,110010.0
9291,Master,couple,34242.0,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,SP,64,15,1,2014,4,0.0
2829,Graduation,couple,65210.0,25,626,0,70,0,7,28,2,9,3,8,6,0,0,0,1,0,0,0,CA,68,731,1,2014,22,100.0
8594,PhD,single,50520.0,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,SP,65,135,1,2014,9,0.0
1592,Graduation,couple,90765.0,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,0,CA,53,1724,0,2014,15,1100.0
4310,Graduation,couple,80589.0,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,1,0,AUS,79,1428,0,2014,21,101.0
6950,Master,couple,49572.0,25,35,1,16,0,1,1,2,2,0,3,7,0,0,0,0,0,0,0,CA,65,54,2,2013,7,0.0
8492,Graduation,couple,75437.0,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,0,SP,45,1493,0,2013,23,100.0
5684,Master,single,44635.0,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,SP,52,68,2,2013,7,0.0
5909,Graduation,couple,58512.0,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,GER,59,1171,1,2013,20,0.0
9855,PhD,single,62000.0,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,SP,71,1020,1,2013,26,100.0
975,Graduation,single,54252.0,25,178,4,26,8,4,44,5,4,1,5,6,0,0,0,0,0,0,0,AUS,67,264,2,2013,15,0.0
8754,PhD,couple,45068.0,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,SP,49,20,1,2013,4,0.0
1456,Graduation,single,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,IND,44,1180,1,2013,31,0.0
2849,Graduation,single,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,CA,44,1180,1,2013,31,0.0
9984,2n Cycle,couple,56337.0,25,349,16,144,28,5,182,5,8,5,4,8,1,1,0,1,0,1,0,SP,42,724,2,2013,22,110101.0
5527,Graduation,couple,22434.0,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,0,SP,36,58,1,2013,7,0.0
5628,Graduation,couple,61416.0,25,848,154,323,201,61,78,1,10,3,10,6,1,1,0,0,0,0,0,US,41,1665,0,2013,24,110000.0
7627,Master,couple,92163.0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,1,0,SP,48,2086,0,2012,21,1101.0
1351,Master,couple,58656.0,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,SP,67,1220,1,2012,32,1000.0
10629,2n Cycle,couple,51381.5,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,0,GER,50,109,1,2012,9,0.0
10395,Basic,single,8940.0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,SP,37,101,1,2012,10,0.0
6961,Graduation,couple,26751.0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,SP,49,11,2,2014,4,0.0
10196,Graduation,couple,71427.0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,US,45,614,2,2014,20,0.0
6182,Graduation,couple,26646.0,26,11,4,20,10,3,5,2,2,0,4,6,0,0,0,0,0,0,0,US,39,53,1,2014,8,0.0
10432,Graduation,single,19346.0,26,2,0,9,3,6,2,1,1,0,3,8,0,0,0,0,0,0,0,CA,49,22,1,2014,5,0.0
1542,Graduation,single,56243.0,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,US,48,396,3,2013,20,0.0
4220,PhD,couple,59892.0,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,CA,53,87,1,2013,7,0.0
4141,Graduation,couple,71613.0,26,426,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,0,0,US,58,776,0,2013,21,0.0
1940,Graduation,couple,25252.0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,AUS,37,18,1,2013,4,0.0
1506,Graduation,single,42160.0,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,1,0,SP,48,140,2,2013,11,1.0
6347,Basic,single,15862.0,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,SP,44,36,1,2013,5,0.0
1361,Master,couple,82584.0,26,1076,68,103,29,91,68,1,3,4,8,1,0,0,1,0,0,1,0,SP,49,1435,0,2013,16,1001.0
9422,Graduation,couple,38360.0,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,AUS,34,131,1,2013,9,0.0
1081,PhD,couple,75283.0,26,733,9,180,12,19,66,11,6,3,5,4,0,0,0,0,0,0,0,SA,66,1019,3,2013,25,0.0
7458,Master,couple,34941.0,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,AUS,67,97,2,2013,8,0.0
1012,Graduation,single,61823.0,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,AUS,71,884,1,2013,24,0.0
5453,Master,couple,90226.0,26,1083,108,649,253,151,108,1,4,7,12,2,0,0,0,1,0,0,0,SA,67,2352,0,2012,24,100.0
6818,Graduation,couple,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,SP,49,369,1,2012,16,0.0
7807,Graduation,couple,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,SP,49,369,1,2012,16,0.0
7532,Graduation,couple,43586.0,26,99,2,11,4,0,16,3,3,0,4,8,0,0,0,0,0,0,0,GER,43,132,1,2012,10,0.0
8346,Graduation,single,32233.0,26,138,15,35,25,11,72,2,6,2,2,9,1,1,0,0,0,1,0,SP,49,296,1,2012,12,110001.0
5564,Graduation,couple,62882.0,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,AUS,54,1338,1,2012,20,0.0
3267,Master,couple,57288.0,27,527,0,21,0,0,60,3,8,1,8,6,0,0,0,0,0,0,0,CA,60,608,1,2014,20,0.0
3091,2n Cycle,couple,75774.0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,SA,42,823,1,2014,21,0.0
762,2n Cycle,couple,75774.0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,SP,42,823,1,2014,21,0.0
8029,Master,single,90247.0,27,1184,32,352,21,16,16,1,3,4,7,1,0,0,1,1,0,1,0,US,35,1621,0,2014,15,1101.0
4376,2n Cycle,single,32218.0,27,10,24,15,13,1,30,1,2,1,3,7,1,1,0,0,0,1,0,SP,63,93,0,2014,7,110001.0
10981,Graduation,couple,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,SA,35,1198,0,2014,18,0.0
486,Graduation,couple,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,CA,35,1198,0,2014,18,0.0
1158,Graduation,single,48877.0,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,SP,57,144,1,2014,8,0.0
9119,Graduation,couple,60905.0,27,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,0,US,73,392,1,2013,15,0.0
6694,Graduation,couple,75236.0,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,SP,59,1068,1,2013,25,0.0
10573,Graduation,single,62551.0,27,125,16,98,134,21,27,1,6,7,4,3,1,1,0,0,0,0,0,IND,70,421,0,2013,18,110000.0
10140,PhD,couple,70123.0,27,1308,0,396,23,0,0,1,5,7,4,3,0,0,0,0,1,0,0,IND,40,1727,0,2013,17,10.0
2286,Graduation,single,50785.0,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,CA,61,114,2,2013,8,0.0
8420,2n Cycle,couple,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,SP,53,64,0,2013,8,0.0
10065,2n Cycle,couple,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,SP,53,64,0,2013,8,0.0
1029,PhD,couple,64413.0,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,SP,53,279,1,2013,12,0.0
4207,PhD,couple,87171.0,27,1001,44,107,58,44,44,1,6,7,11,2,1,1,1,0,0,0,0,SP,42,1298,0,2013,25,111000.0
10277,Graduation,single,30081.0,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,SP,62,42,1,2013,5,0.0
4436,Graduation,single,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,SP,47,137,0,2013,8,0.0
2929,Graduation,single,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,SP,47,137,0,2013,8,0.0
6281,Graduation,single,55686.0,27,673,0,199,37,47,26,2,6,3,5,4,1,1,0,0,0,0,0,SP,57,982,1,2013,16,110000.0
10390,2n Cycle,couple,26887.0,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,SP,64,30,1,2013,5,0.0
2574,PhD,couple,61996.0,27,1050,12,144,0,0,24,3,6,4,8,5,0,0,0,1,1,1,0,SP,46,1230,1,2013,21,111.0
709,Graduation,single,51537.0,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,SA,71,1103,1,2012,18,0.0
5955,Graduation,couple,72025.0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,SP,61,1932,0,2012,16,0.0
8486,Master,couple,30538.0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,SP,52,367,1,2012,17,0.0
10343,2n Cycle,single,61618.0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,IND,32,1345,0,2012,19,0.0
6652,Graduation,couple,77343.0,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,CA,58,1134,0,2014,17,0.0
8746,Graduation,couple,75433.0,28,800,0,297,0,34,57,2,2,5,10,6,0,0,0,1,0,0,0,SP,34,1188,1,2014,19,100.0
4686,PhD,single,82571.0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,SP,61,1686,0,2014,24,1000.0
3551,Master,couple,60033.0,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,SP,69,198,1,2014,10,0.0
4338,Graduation,single,39062.0,28,23,0,9,0,0,12,1,1,0,3,4,1,1,0,0,0,0,0,SP,40,44,1,2014,5,110000.0
4444,Graduation,couple,30023.0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,SP,51,61,1,2014,6,0.0
498,Graduation,single,30015.0,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,SP,53,57,1,2014,7,0.0
8230,Graduation,couple,33228.0,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0,SP,43,71,1,2014,6,0.0
2826,Graduation,couple,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,SP,56,37,3,2013,7,0.0
6222,Graduation,couple,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,SP,56,37,3,2013,7,0.0
7352,Graduation,couple,55267.0,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,CA,66,405,1,2013,17,0.0
10928,Graduation,couple,66886.0,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,SP,65,599,1,2013,17,0.0
10736,Graduation,single,72258.0,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,CA,52,1525,1,2013,22,0.0
10163,PhD,single,82733.0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,1,0,SP,39,1323,0,2013,20,1.0
6168,Graduation,single,45146.0,28,33,0,5,0,0,15,2,1,1,2,4,0,0,0,0,0,0,0,IND,60,53,2,2013,6,0.0
4656,2n Cycle,single,51250.0,28,342,32,230,34,32,40,5,10,5,4,9,1,1,0,0,0,0,0,SA,33,710,1,2013,24,110000.0
626,Graduation,couple,32871.0,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,0,US,72,43,2,2013,5,0.0
3870,2n Cycle,couple,63855.0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,GER,45,1006,0,2013,24,0.0
6299,PhD,single,42564.0,28,324,48,186,39,18,198,6,6,8,4,7,1,1,0,0,0,1,0,CA,55,813,1,2013,24,110001.0
7798,2n Cycle,couple,46344.0,28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,0,CA,51,429,1,2012,17,0.0
9973,Graduation,couple,50437.0,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,SP,60,490,2,2012,19,0.0
4299,Graduation,couple,70971.0,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,1,0,SP,63,1825,1,2012,34,1.0
10971,Graduation,single,37774.0,28,173,8,107,7,2,176,4,7,2,3,9,1,1,0,0,0,1,1,SP,46,473,2,2012,16,110001.0
9931,PhD,couple,4023.0,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,SP,60,9,2,2014,15,0.0
6679,Graduation,single,33279.0,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,SP,57,16,0,2014,4,0.0
5961,Graduation,couple,42693.0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,SP,45,57,1,2014,5,0.0
6255,Master,couple,70545.0,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,AUS,71,334,1,2014,13,0.0
8614,Graduation,single,65486.0,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,AUS,66,507,1,2014,17,0.0
7828,Master,couple,77882.0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,SA,42,818,0,2014,12,0.0
1277,Graduation,couple,78468.0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,US,63,1004,0,2014,28,100.0
3595,Graduation,couple,77226.0,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,SP,60,1138,1,2014,28,0.0
5735,Master,single,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,SP,32,2525,0,2014,18,1000.0
5350,Master,single,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,1,0,SA,32,2525,0,2014,18,1001.0
4137,Graduation,couple,70666.0,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,AUS,75,1076,0,2013,16,0.0
6357,2n Cycle,single,59052.0,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,0,SA,64,491,1,2013,18,0.0
9316,Basic,couple,13084.0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,US,71,29,0,2013,5,0.0
3578,Graduation,single,49160.0,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,SP,74,236,1,2013,12,0.0
153,Graduation,single,23272.0,29,19,3,6,4,2,12,1,1,0,3,4,0,0,0,0,0,0,0,SP,70,46,0,2013,5,0.0
10524,Master,single,49476.0,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0,CA,60,795,1,2013,22,0.0
1518,Master,couple,62694.0,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,SP,58,749,2,2013,24,0.0
2036,PhD,couple,57906.0,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0,IND,50,401,1,2013,17,0.0
9495,Graduation,couple,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,SP,41,1149,0,2013,17,0.0
2631,Graduation,couple,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,SP,41,1149,0,2013,17,0.0
6312,Graduation,couple,65031.0,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,GER,64,863,1,2013,30,0.0
615,Graduation,couple,30507.0,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,SP,63,343,0,2013,11,0.0
4406,Graduation,couple,67419.0,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0,CA,53,1471,1,2013,25,0.0
10061,Graduation,couple,59462.0,29,724,17,143,0,8,196,2,9,2,12,7,0,0,0,0,0,0,0,US,73,1088,1,2013,25,0.0
10619,Graduation,single,95529.0,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,1,0,SA,29,1990,0,2012,18,1001.0
4945,Graduation,single,53653.0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,SP,70,1210,0,2012,28,0.0
1777,Basic,couple,25965.0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,SP,43,74,0,2012,6,0.0
4023,Graduation,couple,22979.0,29,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,1,0,SP,53,115,1,2012,10,1.0
7922,PhD,single,64950.0,29,819,0,72,12,0,63,2,11,2,10,7,0,0,0,0,0,0,0,SA,72,966,1,2012,25,0.0
10699,Graduation,couple,44322.0,30,46,0,40,3,0,3,2,3,0,3,8,0,0,0,0,0,0,0,SA,38,92,1,2014,8,0.0
7516,Graduation,couple,30096.0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,GER,40,45,1,2014,6,0.0
3129,Graduation,couple,30096.0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,SP,40,45,1,2014,6,0.0
5121,Graduation,single,56628.0,30,479,5,82,7,17,171,2,7,6,5,5,1,1,0,0,0,0,0,CA,46,761,1,2014,20,110000.0
2186,2n Cycle,couple,82326.0,30,938,142,754,159,81,183,1,5,10,6,2,0,0,1,1,0,1,0,SP,46,2257,0,2014,22,1101.0
10548,Graduation,single,71163.0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,GER,28,960,0,2014,24,0.0
6384,Graduation,single,71022.0,30,909,12,278,0,12,242,3,5,2,11,8,1,1,0,0,0,0,0,US,45,1453,1,2014,21,110000.0
2625,2n Cycle,single,42607.0,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0,SA,69,350,1,2013,14,0.0
1676,Graduation,couple,43057.0,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,SP,48,266,1,2013,15,0.0
5534,Master,couple,47808.0,30,123,1,26,2,0,72,2,3,2,3,7,1,1,0,0,0,0,0,SP,48,224,1,2013,10,110000.0
6859,Graduation,single,29236.0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,SP,36,99,1,2013,9,0.0
271,Graduation,single,40590.0,30,154,0,50,6,11,37,5,3,4,3,6,1,1,0,0,0,0,0,CA,54,258,2,2013,15,110000.0
7699,Graduation,single,40590.0,30,154,0,50,6,11,37,5,3,4,3,6,1,1,0,0,0,0,0,CA,54,258,2,2013,15,110000.0
7832,Master,couple,77520.0,30,940,44,396,0,88,58,1,8,7,7,4,1,1,1,1,0,1,0,SP,64,1526,1,2013,23,111101.0
938,Graduation,couple,40211.0,30,51,1,7,2,1,25,2,2,1,2,8,1,1,0,0,0,0,0,SP,42,87,2,2013,7,110000.0
7873,PhD,couple,63516.0,30,141,11,114,15,14,5,4,4,1,7,5,0,0,0,0,0,0,0,CA,50,300,2,2013,16,0.0
9967,Graduation,single,53034.0,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,US,49,447,2,2013,22,0.0
1087,Master,couple,22669.0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,1,0,SP,48,173,1,2013,10,1.0
8314,Graduation,couple,79908.0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,SP,41,1772,0,2013,19,1000.0
3762,PhD,single,69867.0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,1,0,SA,37,925,0,2013,17,101.0
10383,Graduation,single,70287.0,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,1,0,AUS,57,1093,0,2013,21,1.0
6798,Graduation,single,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,1,0,SA,57,433,2,2013,23,1.0
4168,Graduation,single,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,1,0,SP,57,433,2,2013,23,1.0
6690,Master,couple,38179.0,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,SA,57,90,2,2013,11,0.0
10602,Graduation,couple,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,IND,40,156,1,2013,9,0.0
3220,Graduation,couple,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,GER,40,156,1,2013,9,0.0
5424,Graduation,couple,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,SA,40,156,1,2013,9,0.0
7488,Master,single,64191.0,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,SP,60,825,1,2013,24,0.0
5289,2n Cycle,single,41658.0,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,AUS,48,72,2,2012,6,0.0
347,Graduation,single,40780.0,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,CA,47,377,1,2012,17,0.0
5236,Graduation,couple,77568.0,30,1230,0,396,232,178,158,1,10,2,8,5,0,0,1,1,0,0,0,SP,44,2194,1,2012,21,1100.0
9478,Graduation,single,66503.0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,SP,38,401,1,2012,15,0.0
477,Graduation,couple,83512.0,31,1060,61,835,80,20,101,1,4,7,10,1,1,1,1,1,1,1,0,SP,37,2157,0,2014,22,111111.0
7411,PhD,couple,31686.0,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,SA,59,17,2,2014,6,0.0
3107,Graduation,couple,71322.0,31,121,24,124,24,15,42,1,4,1,7,2,0,0,0,0,0,0,0,AUS,47,350,1,2014,13,0.0
7437,Graduation,single,27938.0,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,0,AUS,35,29,1,2014,6,0.0
255,Graduation,single,22263.0,31,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,0,1,SP,72,21,2,2014,6,0.0
3790,Graduation,couple,34633.0,31,8,1,5,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,SA,67,15,3,2014,4,0.0
749,Graduation,couple,42162.0,31,46,7,59,2,4,27,2,3,1,3,6,1,1,0,0,0,1,0,SP,42,145,1,2013,9,110001.0
8650,Graduation,single,54162.0,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,SP,45,42,2,2013,5,0.0
607,2n Cycle,single,41769.0,31,302,29,131,32,0,27,6,8,1,7,8,0,0,0,0,0,0,0,IND,68,521,1,2013,22,0.0
1008,PhD,couple,44953.0,31,728,17,133,11,8,124,1,7,3,13,6,1,1,0,0,0,0,0,GER,42,1021,0,2012,24,110000.0
9396,PhD,couple,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,SA,45,25,1,2012,4,0.0
933,PhD,couple,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,SP,45,25,1,2012,4,0.0
5710,Graduation,couple,40548.0,31,110,0,5,2,0,3,2,2,1,4,5,0,0,0,0,0,0,0,AUS,53,120,1,2012,9,0.0
2882,2n Cycle,single,67893.0,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0,SA,48,995,1,2012,16,0.0
2379,Graduation,single,69267.0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,1,0,SA,70,1635,0,2012,14,1.0
5342,Basic,single,9548.0,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,0,CA,47,29,1,2012,6,0.0
3262,Graduation,single,68281.0,31,995,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,1,0,SP,65,1655,0,2012,25,1.0
5832,2n Cycle,couple,92556.0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,SP,63,1263,0,2014,21,0.0
5025,Graduation,single,48526.0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,SP,44,135,1,2013,8,0.0
569,Graduation,single,90273.0,32,704,129,853,120,74,111,1,5,6,7,2,0,0,1,1,0,1,0,SP,32,1991,0,2013,19,1101.0
3102,2n Cycle,couple,19414.0,32,2,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,0,CA,42,32,1,2013,5,0.0
9449,PhD,single,79761.0,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,SA,65,605,1,2013,19,0.0
8104,PhD,couple,53312.0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,SP,72,278,0,2013,12,0.0
75,2n Cycle,couple,41039.0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,US,41,467,0,2013,15,0.0
6421,Graduation,couple,88347.0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,SP,62,2116,0,2013,21,100.0
3037,PhD,couple,50150.0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,CA,40,410,0,2013,16,0.0
4698,PhD,couple,50150.0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,SP,40,410,0,2013,16,0.0
948,Graduation,single,10245.0,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,SP,52,41,1,2013,8,0.0
6177,PhD,couple,33454.0,32,76,10,56,3,1,23,2,4,0,4,8,0,0,0,0,0,0,0,US,38,169,1,2013,10,0.0
3517,Graduation,single,40887.0,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,1,0,SP,71,161,2,2013,10,1.0
3491,Graduation,couple,55914.0,32,384,60,364,119,101,232,4,11,6,8,7,0,0,0,0,0,0,0,US,48,1260,1,2013,29,0.0
7610,Graduation,couple,37292.0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,SP,40,460,1,2013,19,0.0
4377,Graduation,couple,52914.0,32,254,10,44,30,10,227,2,7,3,3,7,1,1,0,0,0,0,0,CA,52,575,1,2013,15,110000.0
9850,2n Cycle,couple,24884.0,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,0,SP,51,19,1,2012,4,0.0
